word,vector
5463,"[-0.11914750188589096,0.09054838120937347,-0.13968288898468018,0.0030075167305767536,-0.07682467252016068]"
58347,"[-0.17856833338737488,-0.03878157585859299,-0.176140695810318,-0.057215578854084015,0.004564508330076933]"
68793,"[0.027030937373638153,0.07530612498521805,0.011169163510203362,-0.047159381210803986,0.007907883264124393]"
2136,"[0.0086200051009655,-0.06331399083137512,0.03275396302342415,0.05008779838681221,0.030568135902285576]"
33646,"[-0.03782065957784653,0.008001286536455154,-0.0687473714351654,0.04829070717096329,-0.07352381944656372]"
7,"[0.27756789326667786,-0.06555473804473877,0.0811471939086914,0.08865665644407272,0.04004010930657387]"
597,"[0.49438777565956116,-0.35514649748802185,-0.024972006678581238,-0.39450711011886597,0.9521387815475464]"
79185,"[0.024896619841456413,0.0011138347908854485,-0.11868215352296829,0.06638814508914948,-0.058361172676086426]"
6768,"[0.05629521235823631,-0.007521056104451418,0.011809787712991238,-0.06073297560214996,-0.030376296490430832]"
1366,"[0.040478967130184174,-0.06546132266521454,0.05249689891934395,-0.010962674394249916,-0.008926794864237309]"
6333,"[-0.09269756823778152,0.47596773505210876,-0.041475001722574234,-0.12515789270401,-0.46341097354888916]"
7444,"[-0.0885215476155281,-0.0355844721198082,-0.071279376745224,-0.027219517156481743,-0.06649690866470337]"
116797,"[-0.3477398455142975,0.0029199065174907446,-0.15646474063396454,0.07775924354791641,-0.3188665509223938]"
8951,"[0.025330884382128716,-0.04002758488059044,-0.10691635310649872,0.022366560995578766,-0.06071723997592926]"
535,"[0.14471103250980377,-0.09908401966094971,-0.016664953902363777,-0.2112731784582138,0.10644529014825821]"
127098,"[-0.10953538119792938,-0.01880907639861107,-0.06779564917087555,-0.08946433663368225,-0.04298398271203041]"
159755,"[-0.17956678569316864,-0.019758695736527443,-0.0012535126879811287,-0.0007723546586930752,0.006091583985835314]"
56782,"[-0.29277166724205017,-0.10997837036848068,-0.31334277987480164,0.01446334645152092,-0.10002096742391586]"
824,"[-0.0324750617146492,-0.04155472666025162,-0.07864921540021896,-0.005077794194221497,0.04172172397375107]"
84246,"[-0.03409668058156967,-0.03945928066968918,0.0037667974829673767,-0.024542009457945824,-0.05547485128045082]"
6025,"[-0.08104722946882248,0.03923533856868744,0.007090557366609573,-0.005167608615010977,0.051087886095047]"
135887,"[-0.3551159203052521,-0.06306979805231094,-0.3929152488708496,-0.029527999460697174,-0.18216274678707123]"
3543,"[0.025673754513263702,0.07575160264968872,-0.09921789914369583,-0.04250960424542427,-0.09023284167051315]"
6572,"[-0.1118490993976593,-0.06318192929029465,-0.0885041132569313,0.045408666133880615,-0.07272817194461823]"
688,"[0.037126604467630386,0.026142753660678864,-0.07686304301023483,-0.00978529080748558,0.07674040645360947]"
5607,"[0.043121930211782455,-0.014147077687084675,0.038610611110925674,-0.007655988913029432,0.04908051714301109]"
103624,"[-0.10715349018573761,0.011437743902206421,-0.10328655689954758,0.07199518382549286,-0.09136782586574554]"
2040,"[-0.023010320961475372,-0.007639533374458551,-0.07328122109174728,0.0644012913107872,0.06185796484351158]"
71106,"[-0.005064241588115692,0.06309337913990021,-0.1251024305820465,0.07199025899171829,-0.03223515301942825]"
26713,"[-0.10547757148742676,-0.0020337621681392193,-0.09806613624095917,0.058559853583574295,-0.0966307520866394]"
47099,"[-0.2695848345756531,-0.1571495085954666,-0.05965064838528633,0.10711067169904709,0.013476813212037086]"
4745,"[-0.12564264237880707,0.0632108524441719,-0.13838940858840942,-0.03789126127958298,0.01784353144466877]"
1199,"[-0.05800483003258705,-0.5225009322166443,1.2842872142791748,0.017723312601447105,0.8783524036407471]"
26810,"[-0.07188937067985535,-0.018994836136698723,-0.08782774955034256,-0.10915537923574448,0.01891048066318035]"
8199,"[-0.0004934705793857574,5.466677248477936e-05,-0.08373038470745087,0.031562771648168564,0.05305994302034378]"
86290,"[-0.19806620478630066,0.0439351424574852,-0.08780460804700851,-0.09595350921154022,0.039978910237550735]"
97,"[0.24825847148895264,-0.14949697256088257,-0.03353910148143768,0.028918500989675522,-0.07284247875213623]"
5938,"[0.024822615087032318,0.08839427679777145,-0.0734512135386467,-0.05229281261563301,-0.04740757495164871]"
100882,"[-0.11414933949708939,-0.0215031486004591,-0.136600062251091,0.08948303014039993,-0.10053766518831253]"
3704,"[-0.05159514769911766,0.1477704793214798,-0.04622865095734596,-0.09037843346595764,-0.09961134940385818]"
6515,"[-0.1220611184835434,0.016117654740810394,-0.01716487482190132,0.07721419632434845,0.0026454287581145763]"
5633,"[-0.04952029138803482,-0.05014081671833992,0.03752777352929115,0.06010819971561432,-0.09826921671628952]"
168612,"[0.004323195666074753,0.03147076070308685,-0.058970168232917786,-0.04795556142926216,-0.10945279151201248]"
2430,"[-0.03162835165858269,0.041242413222789764,-0.07188709080219269,-0.06105898693203926,0.02993256412446499]"
89759,"[-0.07775009423494339,0.05628729239106178,-0.051296599209308624,0.01965838111937046,-0.0037656715139746666]"
2176,"[-0.08949535340070724,-0.0034270156174898148,-0.0562155544757843,0.10184085369110107,-0.08340562880039215]"
136850,"[0.025981156155467033,-0.10284656286239624,0.011987676844000816,0.03368082642555237,0.059092648327350616]"
27246,"[0.05493682995438576,0.010053599253296852,0.043899036943912506,0.07537176460027695,-0.03978678956627846]"
87867,"[-0.06948670744895935,-0.0311569944024086,-0.16032540798187256,-0.026063060387969017,0.03458714485168457]"
160438,"[-0.028464963659644127,-0.003609960898756981,-0.11433080583810806,0.052489928901195526,-0.019495824351906776]"
33437,"[-0.06694082915782928,0.0010327459312975407,-0.018396621569991112,-0.03633744269609451,0.09573953598737717]"
218,"[0.10114826261997223,-0.03743777424097061,0.024428840726614,0.035074103623628616,-0.03702861815690994]"
435,"[0.10061447322368622,-0.30702292919158936,-0.01297166757285595,-0.24916215240955353,-0.0424376018345356]"
2290,"[-0.028773922473192215,-0.010617634281516075,-0.053907182067632675,-0.07185369729995728,0.061597030609846115]"
101864,"[-0.26457080245018005,0.1051768809556961,-0.1796197146177292,0.15104609727859497,-0.10111798346042633]"
7560,"[-0.09634125232696533,-0.02295207604765892,-0.04616647958755493,-0.070431187748909,0.03376460447907448]"
62439,"[-0.255889356136322,0.008185232058167458,-0.2008083015680313,-0.02053845301270485,0.011831212788820267]"
91104,"[-0.09678927809000015,0.05590595304965973,-0.01155869010835886,-0.02101174183189869,0.051637157797813416]"
3129,"[0.0339217409491539,0.04916629195213318,-0.020410139113664627,0.09931692481040955,-0.10617955029010773]"
7008,"[-0.21945974230766296,0.1068628802895546,-0.10813166946172714,-0.09973787516355515,-0.0784640982747078]"
108729,"[-0.1988670974969864,0.07193593680858612,-0.1524285227060318,0.021510299295186996,-0.06590651720762253]"
140267,"[-0.030851764604449272,0.04964682087302208,-0.03136769309639931,0.05210215225815773,0.10517482459545135]"
84942,"[-0.197572261095047,0.06302633881568909,-0.05358093976974487,0.006742869503796101,-0.09506415575742722]"
63853,"[-0.14490601420402527,-0.028592828661203384,-0.03046143241226673,-0.09935836493968964,0.06883833557367325]"
2081,"[-0.13262410461902618,-0.031107567250728607,-0.17270958423614502,0.13409921526908875,-0.04024774581193924]"
3823,"[-0.013909729197621346,0.06949733197689056,-0.17461302876472473,0.02608615532517433,-0.020040297880768776]"
57147,"[0.07223368436098099,0.07868151366710663,0.026816610246896744,-0.04671288654208183,-0.02782740443944931]"
78209,"[-0.22241926193237305,0.09469373524188995,-0.192678764462471,-0.03101116418838501,-0.05885748937726021]"
3169,"[0.04933926463127136,-0.02343534119427204,-0.07860875129699707,0.09865982830524445,0.02237100340425968]"
502,"[0.008054554462432861,-0.051833923906087875,0.00827738642692566,-0.09794224053621292,-0.06214083731174469]"
6386,"[-0.057798534631729126,-0.055830661207437515,-0.1677921563386917,-0.10482870042324066,-0.013898479752242565]"
137863,"[-0.06558448076248169,0.08287312835454941,-0.15298610925674438,-0.06118897721171379,0.03927319496870041]"
117192,"[-0.06658744066953659,-0.0010258904658257961,-0.009384102188050747,-0.06026271730661392,-0.14299838244915009]"
33004,"[-0.3173447251319885,0.111863873898983,-0.14848020672798157,-0.04839031770825386,0.05040669068694115]"
2387,"[-0.19448256492614746,-0.2381749302148819,-0.26037830114364624,-0.07823614776134491,-0.09493007510900497]"
3994,"[0.04695333540439606,0.25795409083366394,-0.2357163429260254,-0.14330492913722992,-0.6676995158195496]"
1288,"[-0.4890352487564087,-0.5579096078872681,0.640235424041748,-0.3560587763786316,-0.23525303602218628]"
140541,"[-0.20310139656066895,-0.0038230009377002716,-0.21146626770496368,-0.026607956737279892,-0.14692187309265137]"
4210,"[-0.06733108311891556,0.009445923380553722,-0.0910770371556282,-0.07014214247465134,-0.1230141744017601]"
95939,"[-0.10655207931995392,0.06373464316129684,-0.040991321206092834,0.041178032755851746,0.030920322984457016]"
70451,"[-0.09134852886199951,0.05444611608982086,-0.028531305491924286,0.09497981518507004,0.040440816432237625]"
5893,"[-0.07017352432012558,-0.006575263105332851,0.015914149582386017,0.09458710253238678,-0.046249523758888245]"
100390,"[-0.08943438529968262,0.017128407955169678,-0.09705732762813568,0.03065439872443676,-0.1134912371635437]"
3158,"[0.10000288486480713,0.06067115440964699,-0.15608595311641693,0.12196516245603561,-0.053291089832782745]"
7728,"[-0.25413885712623596,0.008077257312834263,-0.24791376292705536,0.047675468027591705,-0.10645650327205658]"
180985,"[-0.06489019840955734,0.0757150873541832,-0.08573836088180542,0.04082426056265831,-0.04798492416739464]"
66744,"[-0.018733767792582512,0.11066094040870667,-0.13334180414676666,-0.07344520092010498,0.0029235417023301125]"
2165,"[-0.008792774751782417,-0.09279350936412811,0.04266338050365448,-0.028700940310955048,0.03757135942578316]"
4402,"[0.042653121054172516,0.08445100486278534,0.06419047713279724,-0.05630210414528847,0.003544014412909746]"
3452,"[0.020341593772172928,-0.02156331017613411,-0.1855599582195282,-0.0353679396212101,-0.11961989104747772]"
171011,"[-0.450313538312912,-0.002896193414926529,-0.5817900896072388,0.03278115391731262,-0.1750754415988922]"
2416,"[-0.07466325908899307,0.08398200571537018,0.031415946781635284,-0.0005925348959863186,-0.05046604946255684]"
122896,"[0.020866351202130318,-0.007552487310022116,0.02933521382510662,-0.007021022029221058,-0.030870478600263596]"
3397,"[0.013425974175333977,0.19909700751304626,-0.038817476481199265,0.003473414108157158,-0.03142991289496422]"
173925,"[-0.08192817121744156,-0.020914273336529732,-0.11049754172563553,-0.05303052440285683,0.0813373550772667]"
27134,"[-0.16622647643089294,-0.01095073577016592,-0.017020167782902718,-0.04178799316287041,-0.11555574089288712]"
134796,"[-0.13534487783908844,0.05199218541383743,0.02260911837220192,0.020618826150894165,-0.06146696209907532]"
64695,"[0.011965498328208923,0.06439034640789032,0.021035559475421906,0.037369076162576675,-0.09164886921644211]"
818,"[-0.05292206257581711,-0.05321260541677475,-0.17528682947158813,-0.05489284172654152,0.008385582827031612]"
90430,"[-0.16102920472621918,0.08635421842336655,-0.11806338280439377,0.032048385590314865,0.053436897695064545]"
3893,"[-0.051534343510866165,0.06113586574792862,-0.03551437705755234,-0.0204770490527153,0.07591576874256134]"
222,"[0.05826135724782944,-0.10309378057718277,-0.09618613123893738,0.06566566228866577,-0.02221676893532276]"
163072,"[-0.06297323852777481,0.047098953276872635,-0.08268855512142181,-0.07562843710184097,-0.039775196462869644]"
432,"[0.05847480893135071,-0.24309654533863068,0.10937507450580597,-0.12230494618415833,0.19661901891231537]"
52885,"[-0.15055444836616516,0.1388307511806488,-0.1267053335905075,-0.062204305082559586,-0.02685604616999626]"
96110,"[-0.17548120021820068,0.11317019909620285,-0.12405899912118912,-0.026969939470291138,0.08682338893413544]"
1719,"[0.017383750528097153,-0.13404133915901184,-0.011879363097250462,-0.027614040300250053,-0.0800824761390686]"
101895,"[-0.06160525232553482,-0.07048167288303375,-0.03657446429133415,0.004279650282114744,0.042115017771720886]"
1059,"[-0.07067359238862991,-0.1076885461807251,0.38391387462615967,0.14130836725234985,0.32586345076560974]"
272,"[0.28277742862701416,-0.3818702697753906,-0.1553996056318283,-0.0048941513523459435,0.12064429372549057]"
3729,"[0.001682870090007782,-0.061452291905879974,-0.07350204139947891,-0.016325466334819794,-0.04277382418513298]"
150696,"[-0.08016856759786606,0.12952283024787903,-0.25782716274261475,0.06975387036800385,-0.0984596535563469]"
496,"[-0.09721206873655319,0.06896316260099411,-0.11566387116909027,-0.018204933032393456,-0.11520825326442719]"
7438,"[-0.3369409143924713,0.26877570152282715,-0.26840463280677795,0.30379408597946167,-0.3071715235710144]"
8908,"[-0.07755333185195923,-0.049940112978219986,-0.09990469366312027,-0.015198670327663422,-0.09608260542154312]"
95449,"[-0.0699257180094719,-0.022792689502239227,-0.07440926879644394,0.024767382070422173,0.051696233451366425]"
7926,"[0.10839714854955673,0.07558691501617432,0.03764437139034271,-0.023966023698449135,0.08363047242164612]"
27186,"[-0.028449248522520065,-0.026338644325733185,-0.12049200385808945,-0.09951382130384445,-0.10127325356006622]"
5246,"[0.01152401976287365,0.08201087266206741,0.06277517974376678,-0.09145096689462662,-0.0875726118683815]"
3845,"[-0.09678354114294052,-0.03822171688079834,0.04837190359830856,0.04101794585585594,0.07630332559347153]"
2940,"[-0.15163666009902954,-0.04656799137592316,-0.17353010177612305,-0.01509128138422966,0.0342848114669323]"
1173,"[-0.0909288227558136,-0.11748676002025604,0.13674962520599365,0.07654543220996857,0.1799713671207428]"
146028,"[-0.010005448013544083,-0.09483693540096283,-0.14341913163661957,-0.0008766227401793003,0.005065279081463814]"
7899,"[-0.09314359724521637,-0.04108168184757233,0.017944341525435448,0.07565051317214966,-0.08308887481689453]"
111913,"[-0.015315761789679527,-0.01766951195895672,-0.01080487109720707,-0.05638029798865318,-0.09331750124692917]"
134881,"[-0.07937946170568466,-0.0600387342274189,-0.04999158903956413,-0.03196858614683151,-0.11917858570814133]"
55118,"[-0.24810126423835754,-0.012969971634447575,-0.13450635969638824,0.10517372190952301,-0.05213998258113861]"
2529,"[-0.5597033500671387,-0.01678062230348587,-0.06386855244636536,0.1534680426120758,-0.014772179536521435]"
2613,"[-0.15014109015464783,0.0044630845077335835,-0.09679096192121506,0.09443719685077667,-0.011209821328520775]"
3940,"[0.07214990258216858,-0.019290558993816376,-0.03290930762887001,0.04090572148561478,-0.03837323188781738]"
457,"[0.9702147245407104,-0.9669824838638306,-0.5571519136428833,-1.1695544719696045,0.48224711418151855]"
3882,"[-0.1491951048374176,-0.028644181787967682,-0.1378108561038971,-0.12881281971931458,-0.0022359522990882397]"
95149,"[-0.16995784640312195,0.09278853982686996,-0.16547134518623352,-0.07748153805732727,0.04821135103702545]"
26547,"[-0.11989058554172516,0.005929362960159779,-0.10490459948778152,0.08527273684740067,-0.05703376978635788]"
53129,"[-0.2203732579946518,0.12508082389831543,0.056692346930503845,0.04812344163656235,-0.0011279718019068241]"
66097,"[-0.3358961045742035,0.1906072497367859,-0.36781248450279236,0.07817181199789047,-0.09825720638036728]"
3173,"[-0.08238103985786438,-0.015031179413199425,0.047672487795352936,-0.0008045070571824908,-0.15198840200901031]"
2598,"[-0.24177664518356323,-0.14693588018417358,-0.09900019317865372,0.009408934973180294,-0.04689565300941467]"
8169,"[-0.04440813511610031,0.0546945184469223,-0.02164880558848381,-0.043129220604896545,0.057729288935661316]"
170597,"[-0.20890523493289948,-0.032848428934812546,-0.17768684029579163,-0.06228051707148552,-0.015874449163675308]"
5139,"[-0.06803981959819794,-0.03327535465359688,-0.05676668882369995,0.035503748804330826,0.05072302743792534]"
207,"[0.15887537598609924,-0.037919171154499054,-0.10475455969572067,0.0749114453792572,0.08348147571086884]"
163134,"[-0.24273592233657837,-0.06488661468029022,-0.2144831269979477,-0.04908797889947891,-0.18274931609630585]"
117849,"[-0.20009300112724304,0.0853428840637207,-0.09481243044137955,-0.09131349623203278,-0.1305723637342453]"
524,"[0.1362864226102829,-0.23952077329158783,-0.020104503259062767,-0.1945090889930725,0.2529977560043335]"
